loan_id,dob_ssn,zipcode,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_status,event_timestamp,created_timestamp
31374,19951125_2412,68134,31,47000,RENT,5.0,EDUCATION,10000,11.99,0,2020-11-26 10:18:54.251000+00:00,2020-11-26 10:18:54.251000+00:00
11780,19531111_7277,76861,23,75000,RENT,0.0,VENTURE,2200,7.9,0,2021-08-03 04:04:47.207000+00:00,2021-08-03 04:04:47.207000+00:00
16180,19861210_1873,15234,25,60000,RENT,0.0,MEDICAL,7000,9.25,0,2021-06-08 02:07:43.454000+00:00,2021-06-08 02:07:43.454000+00:00
23721,19591009_8668,83544,26,150000,MORTGAGE,8.0,MEDICAL,35000,15.96,0,2021-03-03 23:21:07.882000+00:00,2021-03-03 23:21:07.882000+00:00
29689,20010219_3501,23882,27,55000,MORTGAGE,5.0,PERSONAL,5000,6.62,0,2020-12-17 21:45:11.301000+00:00,2020-12-17 21:45:11.301000+00:00
20642,19560101_4944,22435,25,80000,MORTGAGE,4.0,MEDICAL,25000,13.49,0,2021-04-12 05:12:43.276000+00:00,2021-04-12 05:12:43.276000+00:00
21440,19640130_1657,52031,26,86004,RENT,0.0,EDUCATION,12000,12.99,0,2021-04-02 01:06:19.605000+00:00,2021-04-02 01:06:19.605000+00:00
25243,19970111_2119,94005,25,38000,RENT,9.0,EDUCATION,4800,11.71,0,2021-02-12 13:46:31.757000+00:00,2021-02-12 13:46:31.757000+00:00
37463,19810929_8057,68144,38,82000,OWN,4.0,HOMEIMPROVEMENT,10000,11.99,0,2020-09-09 19:42:08.517000+00:00,2020-09-09 19:42:08.517000+00:00
34492,19940607_9238,92027,29,250000,MORTGAGE,13.0,EDUCATION,20000,13.79,0,2020-10-17 16:31:30.782000+00:00,2020-10-17 16:31:30.782000+00:00
15744,19510408_7251,49229,23,50000,RENT,4.0,DEBTCONSOLIDATION,6000,11.49,0,2021-06-13 15:30:00.899000+00:00,2021-06-13 15:30:00.899000+00:00
25487,19520915_1114,97004,24,85000,RENT,5.0,MEDICAL,25000,10.62,0,2021-02-09 11:08:10.985000+00:00,2021-02-09 11:08:10.985000+00:00
32452,19710506_3801,63440,32,80000,RENT,3.0,HOMEIMPROVEMENT,12000,6.62,0,2020-11-12 16:33:25.431000+00:00,2020-11-12 16:33:25.431000+00:00
27098,19601130_3346,63361,33,41277,RENT,3.0,EDUCATION,3000,10.0,1,2021-01-19 22:20:05.152000+00:00,2021-01-19 22:20:05.152000+00:00
13367,19471122_6915,12918,23,36300,RENT,0.0,VENTURE,4000,7.68,0,2021-07-13 22:37:10.958000+00:00,2021-07-13 22:37:10.958000+00:00
17982,19901001_7173,97106,23,54000,MORTGAGE,7.0,DEBTCONSOLIDATION,5000,14.96,1,2021-05-16 02:54:02.181000+00:00,2021-05-16 02:54:02.181000+00:00
17861,19861201_1241,99503,24,60000,MORTGAGE,2.0,MEDICAL,9700,8.88,0,2021-05-17 15:54:51.334000+00:00,2021-05-17 15:54:51.334000+00:00
16776,19630530_3579,17584,24,33600,RENT,0.0,PERSONAL,7000,13.61,0,2021-05-31 11:48:48.782000+00:00,2021-05-31 11:48:48.782000+00:00
31541,19940404_4477,14519,34,57000,RENT,1.0,EDUCATION,10000,11.14,0,2020-11-24 07:13:48.395000+00:00,2020-11-24 07:13:48.395000+00:00
27264,19850319_6145,63135,27,33600,RENT,4.0,PERSONAL,3200,11.99,0,2021-01-17 19:33:20.529000+00:00,2021-01-17 19:33:20.529000+00:00
22606,19710526_9600,1450,23,105000,MORTGAGE,4.0,VENTURE,7200,7.51,0,2021-03-18 04:25:42.310000+00:00,2021-03-18 04:25:42.310000+00:00
13522,19680327_2208,71306,23,67450,RENT,8.0,EDUCATION,4000,6.76,0,2021-07-11 23:12:19.894000+00:00,2021-07-11 23:12:19.894000+00:00
38331,19660315_5107,5079,44,95000,MORTGAGE,4.0,EDUCATION,10000,10.95,0,2020-08-29 18:10:58.558000+00:00,2020-08-29 18:10:58.558000+00:00
29254,19900816_4754,27020,28,75000,RENT,4.0,EDUCATION,6000,6.92,0,2020-12-23 10:49:07.513000+00:00,2020-12-23 10:49:07.513000+00:00
38435,19511121_3548,3745,60,29000,RENT,0.0,HOMEIMPROVEMENT,2500,15.33,1,2020-08-28 10:22:10.361000+00:00,2020-08-28 10:22:10.361000+00:00
33423,19771004_1938,77571,32,108202,MORTGAGE,6.0,MEDICAL,9600,13.79,0,2020-10-31 07:31:48.508000+00:00,2020-10-31 07:31:48.508000+00:00
12897,19751229_7032,22733,26,36000,MORTGAGE,3.0,HOMEIMPROVEMENT,5400,7.51,0,2021-07-19 22:23:30.313000+00:00,2021-07-19 22:23:30.313000+00:00
22779,19621211_3311,8518,25,109000,MORTGAGE,5.0,VENTURE,5000,8.49,0,2021-03-15 23:30:29.058000+00:00,2021-03-15 23:30:29.058000+00:00
38173,19700917_6945,63071,46,60000,MORTGAGE,7.0,PERSONAL,3600,6.99,0,2020-08-31 18:30:53.320000+00:00,2020-08-31 18:30:53.320000+00:00
25226,20010514_4088,68760,23,48000,OWN,8.0,VENTURE,6000,12.87,0,2021-02-12 18:58:32.712000+00:00,2021-02-12 18:58:32.712000+00:00
12001,19571119_4668,11548,22,31200,MORTGAGE,2.0,DEBTCONSOLIDATION,1050,7.51,1,2021-07-31 08:28:34.786000+00:00,2021-07-31 08:28:34.786000+00:00
27374,19730520_3988,62567,35,36000,OWN,1.0,VENTURE,3925,9.99,0,2021-01-16 09:54:24.935000+00:00,2021-01-16 09:54:24.935000+00:00
23211,19951024_2900,57446,25,25000,RENT,1.0,DEBTCONSOLIDATION,1600,9.99,0,2021-03-10 11:21:36.544000+00:00,2021-03-10 11:21:36.544000+00:00
12316,19540218_3486,40159,26,48000,RENT,4.0,MEDICAL,3000,10.14,0,2021-07-27 08:07:06.495000+00:00,2021-07-27 08:07:06.495000+00:00
22487,19840625_1648,37923,24,100800,MORTGAGE,4.0,EDUCATION,21000,11.49,0,2021-03-19 16:49:48.998000+00:00,2021-03-19 16:49:48.998000+00:00
28001,19690113_2819,11705,30,31000,RENT,1.0,MEDICAL,4800,13.43,0,2021-01-08 10:06:32.050000+00:00,2021-01-08 10:06:32.050000+00:00
29190,19751225_4092,28757,27,50000,MORTGAGE,2.0,HOMEIMPROVEMENT,10750,13.48,0,2020-12-24 06:23:46.404000+00:00,2020-12-24 06:23:46.404000+00:00
38324,19670302_8138,22565,42,75000,RENT,6.0,MEDICAL,17000,7.9,0,2020-08-29 20:19:27.187000+00:00,2020-08-29 20:19:27.187000+00:00
31962,19790712_7638,38850,28,79000,MORTGAGE,4.0,VENTURE,2000,16.0,0,2020-11-18 22:26:49.440000+00:00,2020-11-18 22:26:49.440000+00:00
33105,19630813_8026,30153,32,63000,RENT,11.0,EDUCATION,14000,6.91,0,2020-11-04 08:48:20.497000+00:00,2020-11-04 08:48:20.497000+00:00
34924,19500627_4737,79097,30,219300,MORTGAGE,7.0,MEDICAL,35000,19.69,1,2020-10-12 04:22:38.269000+00:00,2020-10-12 04:22:38.269000+00:00
38174,19490818_7594,30903,39,201000,RENT,6.0,VENTURE,13500,11.49,0,2020-08-31 18:12:32.088000+00:00,2020-08-31 18:12:32.088000+00:00
18412,19610509_4145,13672,24,62677,MORTGAGE,2.0,MEDICAL,6000,10.2,0,2021-05-10 15:21:52.132000+00:00,2021-05-10 15:21:52.132000+00:00
31920,19670809_3020,43462,29,60000,RENT,2.0,VENTURE,11200,14.22,0,2020-11-19 11:17:41.212000+00:00,2020-11-19 11:17:41.212000+00:00
17567,19670311_1481,12723,26,59500,MORTGAGE,9.0,VENTURE,12000,6.62,0,2021-05-21 09:50:53.739000+00:00,2021-05-21 09:50:53.739000+00:00
29112,19641010_2875,71030,29,50000,OWN,6.0,MEDICAL,4000,5.42,0,2020-12-25 06:15:22.553000+00:00,2020-12-25 06:15:22.553000+00:00
16842,19660820_4704,30184,23,40000,RENT,4.0,MEDICAL,7000,11.58,0,2021-05-30 15:37:27.426000+00:00,2021-05-30 15:37:27.426000+00:00
11392,19960903_3617,26105,21,36000,RENT,0.0,EDUCATION,1500,10.37,0,2021-08-08 02:46:05.483000+00:00,2021-08-08 02:46:05.483000+00:00
31284,19511213_6264,77963,35,70000,OWN,6.0,VENTURE,17000,9.88,0,2020-11-27 13:50:45.191000+00:00,2020-11-27 13:50:45.191000+00:00
10126,19530429_3321,32907,23,52000,RENT,1.0,PERSONAL,25000,13.22,1,2021-08-24 06:02:06.045000+00:00,2021-08-24 06:02:06.045000+00:00
29078,20010225_3064,61744,30,50000,MORTGAGE,2.0,EDUCATION,3975,10.99,0,2020-12-25 16:39:24.463000+00:00,2020-12-25 16:39:24.463000+00:00
14949,19460918_9720,55768,22,114000,RENT,2.0,VENTURE,5000,15.31,1,2021-06-23 18:41:20.872000+00:00,2021-06-23 18:41:20.872000+00:00
23066,19890804_1120,13668,21,117000,MORTGAGE,3.0,PERSONAL,4800,14.54,0,2021-03-12 07:42:55.282000+00:00,2021-03-12 07:42:55.282000+00:00
21248,19710629_3106,64427,26,41000,RENT,8.0,DEBTCONSOLIDATION,3000,12.42,0,2021-04-04 11:50:16.277000+00:00,2021-04-04 11:50:16.277000+00:00
30445,19701002_3781,8901,30,24000,RENT,14.0,EDUCATION,5000,11.11,1,2020-12-08 06:29:39.402000+00:00,2020-12-08 06:29:39.402000+00:00
16620,19620312_4269,33493,22,54000,MORTGAGE,5.0,MEDICAL,7000,10.65,0,2021-06-02 11:32:01.079000+00:00,2021-06-02 11:32:01.079000+00:00
29454,19810930_9111,2539,33,30000,RENT,0.0,PERSONAL,6500,8.49,0,2020-12-20 21:38:20.979000+00:00,2020-12-20 21:38:20.979000+00:00
14478,19880606_6310,62207,24,44000,MORTGAGE,8.0,EDUCATION,2000,5.79,0,2021-06-29 18:46:01.460000+00:00,2021-06-29 18:46:01.460000+00:00
19275,19640908_3903,50650,23,68500,MORTGAGE,7.0,EDUCATION,4200,11.66,0,2021-04-29 15:22:28.337000+00:00,2021-04-29 15:22:28.337000+00:00
27941,19521126_2255,31758,28,49000,RENT,12.0,HOMEIMPROVEMENT,4500,14.27,1,2021-01-09 04:27:46.010000+00:00,2021-01-09 04:27:46.010000+00:00
17106,19910918_5172,56375,25,67500,RENT,2.0,EDUCATION,7200,7.88,0,2021-05-27 06:52:02.001000+00:00,2021-05-27 06:52:02.001000+00:00
17155,19970507_5690,55448,24,56000,MORTGAGE,3.0,EDUCATION,15000,8.49,0,2021-05-26 15:52:41.600000+00:00,2021-05-26 15:52:41.600000+00:00
30375,19590310_9111,10451,27,60000,MORTGAGE,3.0,HOMEIMPROVEMENT,10000,12.53,0,2020-12-09 03:54:25.689000+00:00,2020-12-09 03:54:25.689000+00:00
17038,19531129_4322,30065,26,38400,RENT,2.0,MEDICAL,7200,9.91,0,2021-05-28 03:40:05.822000+00:00,2021-05-28 03:40:05.822000+00:00
20553,19671202_7605,65473,25,82000,RENT,9.0,PERSONAL,11200,5.42,0,2021-04-13 08:26:12.984000+00:00,2021-04-13 08:26:12.984000+00:00
10350,19610522_3933,90007,23,103000,RENT,6.0,PERSONAL,24250,15.7,0,2021-08-21 09:30:49.926000+00:00,2021-08-21 09:30:49.926000+00:00
22845,19770601_6229,83858,23,110000,MORTGAGE,8.0,VENTURE,7500,13.72,0,2021-03-15 03:19:07.702000+00:00,2021-03-15 03:19:07.702000+00:00
29093,19680125_9116,2467,28,50000,RENT,0.0,PERSONAL,6000,10.59,0,2020-12-25 12:04:05.973000+00:00,2020-12-25 12:04:05.973000+00:00
27800,19921010_6299,51638,30,39962,MORTGAGE,5.0,DEBTCONSOLIDATION,3200,9.7,0,2021-01-10 23:35:39.817000+00:00,2021-01-10 23:35:39.817000+00:00
14325,19590630_8466,87571,22,43000,OWN,5.0,VENTURE,3500,11.49,0,2021-07-01 17:34:10.059000+00:00,2021-07-01 17:34:10.059000+00:00
21727,19701030_7635,92562,24,78000,MORTGAGE,0.0,DEBTCONSOLIDATION,19500,15.31,1,2021-03-29 09:18:45.828000+00:00,2021-03-29 09:18:45.828000+00:00
14243,19700209_7465,93463,25,42240,OWN,10.0,HOMEIMPROVEMENT,8000,6.62,0,2021-07-02 18:39:11.138000+00:00,2021-07-02 18:39:11.138000+00:00
13442,19980326_7550,7024,24,44000,RENT,1.0,DEBTCONSOLIDATION,4000,17.58,1,2021-07-12 23:40:38.507000+00:00,2021-07-12 23:40:38.507000+00:00
19895,19620609_6991,98331,25,66800,MORTGAGE,3.0,DEBTCONSOLIDATION,12000,9.63,1,2021-04-21 17:43:04.081000+00:00,2021-04-21 17:43:04.081000+00:00
11876,19530506_9333,68464,23,56000,RENT,2.0,MEDICAL,2400,8.9,0,2021-08-01 22:42:48.870000+00:00,2021-08-01 22:42:48.870000+00:00
28213,19450216_7637,70121,27,36000,MORTGAGE,9.0,DEBTCONSOLIDATION,15200,16.35,1,2021-01-05 17:15:30.724000+00:00,2021-01-05 17:15:30.724000+00:00
26120,19481212_5954,48325,30,20000,OWN,14.0,HOMEIMPROVEMENT,3800,6.99,0,2021-02-01 09:30:10.704000+00:00,2021-02-01 09:30:10.704000+00:00
14753,19890330_3512,24747,21,59800,RENT,5.0,PERSONAL,5000,11.36,0,2021-06-26 06:38:42.476000+00:00,2021-06-26 06:38:42.476000+00:00
14922,20010124_6565,73051,22,39600,MORTGAGE,6.0,DEBTCONSOLIDATION,4650,10.28,1,2021-06-24 02:56:54.154000+00:00,2021-06-24 02:56:54.154000+00:00
27956,19560828_9073,44702,34,40000,OWN,18.0,MEDICAL,8000,11.36,0,2021-01-08 23:52:27.520000+00:00,2021-01-08 23:52:27.520000+00:00
21080,19990112_3904,83607,24,25000,RENT,3.0,EDUCATION,3000,8.32,0,2021-04-06 15:13:43.366000+00:00,2021-04-06 15:13:43.366000+00:00
34505,19940217_4038,87506,27,290000,MORTGAGE,0.0,MEDICAL,7875,9.99,0,2020-10-17 12:32:54.758000+00:00,2020-10-17 12:32:54.758000+00:00
12169,19600716_5309,10583,25,17400,RENT,0.0,EDUCATION,3000,11.83,1,2021-07-29 05:05:07.698000+00:00,2021-07-29 05:05:07.698000+00:00
12991,19930420_4807,54227,22,36480,RENT,2.0,VENTURE,10800,8.88,0,2021-07-18 17:38:14.442000+00:00,2021-07-18 17:38:14.442000+00:00
13441,19450626_5454,17846,26,33660,MORTGAGE,0.0,DEBTCONSOLIDATION,4500,5.99,1,2021-07-12 23:58:59.740000+00:00,2021-07-12 23:58:59.740000+00:00
28049,19880421_9596,6053,28,56000,RENT,5.0,DEBTCONSOLIDATION,4800,16.45,1,2021-01-07 19:25:32.882000+00:00,2021-01-07 19:25:32.882000+00:00
15961,19640219_1473,27922,24,69996,RENT,0.0,HOMEIMPROVEMENT,6000,13.06,0,2021-06-10 21:07:13.409000+00:00,2021-06-10 21:07:13.409000+00:00
30376,19460103_2268,19456,27,60000,MORTGAGE,3.0,PERSONAL,6000,11.48,0,2020-12-09 03:36:04.456000+00:00,2020-12-09 03:36:04.456000+00:00
11183,19750506_9991,86446,23,28600,RENT,7.0,EDUCATION,1000,7.9,0,2021-08-10 18:42:03.111000+00:00,2021-08-10 18:42:03.111000+00:00
36546,19730920_9744,85344,48,42000,MORTGAGE,3.0,DEBTCONSOLIDATION,14400,12.87,1,2020-09-21 12:12:38.876000+00:00,2020-09-21 12:12:38.876000+00:00
17630,19900917_8780,72064,23,60000,MORTGAGE,7.0,MEDICAL,7000,7.9,0,2021-05-20 14:34:36.081000+00:00,2021-05-20 14:34:36.081000+00:00
22782,19540425_5777,37334,25,109000,MORTGAGE,5.0,DEBTCONSOLIDATION,15000,10.25,0,2021-03-15 22:35:25.360000+00:00,2021-03-15 22:35:25.360000+00:00
31512,19850324_5443,96781,32,73000,MORTGAGE,7.0,PERSONAL,9600,7.9,0,2020-11-24 16:06:04.142000+00:00,2020-11-24 16:06:04.142000+00:00
10133,19790915_8427,28208,22,210000,MORTGAGE,6.0,VENTURE,16000,10.62,0,2021-08-24 03:53:37.416000+00:00,2021-08-24 03:53:37.416000+00:00
38216,19930114_5390,18013,42,31000,MORTGAGE,5.0,DEBTCONSOLIDATION,7200,11.99,0,2020-08-31 05:21:40.316000+00:00,2020-08-31 05:21:40.316000+00:00
37408,19810108_3374,46552,36,80000,MORTGAGE,5.0,EDUCATION,20000,10.99,0,2020-09-10 12:31:36.314000+00:00,2020-09-10 12:31:36.314000+00:00
31199,19481020_3358,24579,29,70000,OWN,13.0,PERSONAL,25000,15.62,0,2020-11-28 15:50:49.968000+00:00,2020-11-28 15:50:49.968000+00:00
12171,19550213_1841,3218,21,17916,RENT,1.0,MEDICAL,3000,6.0,1,2021-07-29 04:28:25.232000+00:00,2021-07-29 04:28:25.232000+00:00
30397,19491201_5532,85280,28,60000,OTHER,5.0,PERSONAL,16000,12.18,0,2020-12-08 21:10:38.570000+00:00,2020-12-08 21:10:38.570000+00:00
13090,19590910_7782,39648,26,54996,RENT,1.0,HOMEIMPROVEMENT,10250,7.29,0,2021-07-17 11:21:12.408000+00:00,2021-07-17 11:21:12.408000+00:00
21326,19480815_1572,6231,23,85000,MORTGAGE,7.0,EDUCATION,20000,13.22,0,2021-04-03 11:58:40.129000+00:00,2021-04-03 11:58:40.129000+00:00
14825,19801201_5126,52747,23,66000,RENT,7.0,VENTURE,5000,10.39,0,2021-06-25 08:37:13.723000+00:00,2021-06-25 08:37:13.723000+00:00
20819,19490205_2993,30629,23,80000,MORTGAGE,5.0,VENTURE,20000,14.96,0,2021-04-09 23:04:05.093000+00:00,2021-04-09 23:04:05.093000+00:00
15902,19661225_5079,77223,21,21600,RENT,6.0,EDUCATION,7000,13.98,1,2021-06-11 15:10:06.137000+00:00,2021-06-11 15:10:06.137000+00:00
36113,20010602_1772,41189,39,36000,MORTGAGE,1.0,PERSONAL,7125,7.9,0,2020-09-27 00:39:52.623000+00:00,2020-09-27 00:39:52.623000+00:00
16378,19720521_7275,56373,26,28000,RENT,7.0,MEDICAL,6500,7.51,0,2021-06-05 13:33:39.385000+00:00,2021-06-05 13:33:39.385000+00:00
16198,19840409_7269,16353,24,51500,MORTGAGE,2.0,VENTURE,6300,5.79,0,2021-06-07 20:37:21.266000+00:00,2021-06-07 20:37:21.266000+00:00
29031,19500706_4853,96113,27,40800,RENT,11.0,PERSONAL,6000,7.66,0,2020-12-26 07:02:02.399000+00:00,2020-12-26 07:02:02.399000+00:00
19072,19890405_6360,1721,26,66504,MORTGAGE,10.0,EDUCATION,12000,12.53,0,2021-05-02 05:28:18.570000+00:00,2021-05-02 05:28:18.570000+00:00
11519,19721205_7203,78070,23,30000,RENT,0.0,PERSONAL,1925,12.18,0,2021-08-06 11:55:08.934000+00:00,2021-08-06 11:55:08.934000+00:00
32154,19870217_4068,99115,27,36000,RENT,2.0,DEBTCONSOLIDATION,12000,14.09,1,2020-11-16 11:42:52.767000+00:00,2020-11-16 11:42:52.767000+00:00
19246,19940529_9085,60181,26,32000,RENT,6.0,PERSONAL,10000,6.99,1,2021-04-30 00:14:44.085000+00:00,2021-04-30 00:14:44.085000+00:00
15929,19800423_2210,1746,24,58668,RENT,8.0,MEDICAL,6000,15.05,1,2021-06-11 06:54:32.855000+00:00,2021-06-11 06:54:32.855000+00:00
29011,19900411_4842,54626,31,49500,MORTGAGE,3.0,DEBTCONSOLIDATION,10000,10.75,0,2020-12-26 13:09:07.052000+00:00,2020-12-26 13:09:07.052000+00:00
18403,19830916_6494,64074,22,150000,RENT,2.0,EDUCATION,8200,6.99,0,2021-05-10 18:07:03.226000+00:00,2021-05-10 18:07:03.226000+00:00
26363,19500514_4765,65061,27,102616,RENT,4.0,MEDICAL,18000,13.99,1,2021-01-29 07:10:11.165000+00:00,2021-01-29 07:10:11.165000+00:00
16973,19970526_4469,62278,22,54000,RENT,1.0,EDUCATION,7000,13.47,0,2021-05-28 23:33:05.946000+00:00,2021-05-28 23:33:05.946000+00:00
28067,19841104_8948,97292,32,41000,MORTGAGE,2.0,PERSONAL,8000,15.05,0,2021-01-07 13:55:10.694000+00:00,2021-01-07 13:55:10.694000+00:00
29793,19490930_4839,23148,35,32000,RENT,3.0,MEDICAL,7200,12.61,0,2020-12-16 13:56:23.104000+00:00,2020-12-16 13:56:23.104000+00:00
10157,19961109_2655,93004,26,200000,MORTGAGE,4.0,EDUCATION,15000,14.79,0,2021-08-23 20:33:07.832000+00:00,2021-08-23 20:33:07.832000+00:00
35214,19490711_1919,64640,30,28000,OWN,5.0,HOMEIMPROVEMENT,6300,11.99,0,2020-10-08 11:40:00.794000+00:00,2020-10-08 11:40:00.794000+00:00
32555,19890416_8777,94579,28,99996,RENT,6.0,VENTURE,12000,13.61,0,2020-11-11 09:02:58.466000+00:00,2020-11-11 09:02:58.466000+00:00
11741,19770911_6921,28386,22,32000,RENT,0.0,DEBTCONSOLIDATION,14000,13.49,1,2021-08-03 16:00:35.281000+00:00,2021-08-03 16:00:35.281000+00:00
36337,19620401_9648,46031,36,30000,RENT,1.0,DEBTCONSOLIDATION,5000,11.14,0,2020-09-24 04:08:36.504000+00:00,2020-09-24 04:08:36.504000+00:00
20205,19510318_7857,5461,22,75000,MORTGAGE,6.0,PERSONAL,9000,7.14,0,2021-04-17 18:53:21.953000+00:00,2021-04-17 18:53:21.953000+00:00
29399,19491101_4166,45232,35,52000,MORTGAGE,7.0,DEBTCONSOLIDATION,7000,6.03,0,2020-12-21 14:27:48.776000+00:00,2020-12-21 14:27:48.776000+00:00
14590,19940408_8669,6855,26,45000,MORTGAGE,4.0,PERSONAL,11000,8.9,0,2021-06-28 08:30:23.401000+00:00,2021-06-28 08:30:23.401000+00:00
37570,19921013_2895,4062,39,90000,MORTGAGE,15.0,VENTURE,10500,7.66,0,2020-09-08 10:58:16.621000+00:00,2020-09-08 10:58:16.621000+00:00
36789,19931224_9100,62054,38,55000,MORTGAGE,3.0,MEDICAL,14000,13.22,0,2020-09-18 09:52:39.337000+00:00,2020-09-18 09:52:39.337000+00:00
24780,19871122_7489,2454,23,55000,MORTGAGE,4.0,VENTURE,8000,7.49,0,2021-02-18 11:24:22.483000+00:00,2021-02-18 11:24:22.483000+00:00
37158,19720905_6281,49938,41,36000,RENT,5.0,DEBTCONSOLIDATION,10000,6.03,0,2020-09-13 17:00:04.481000+00:00,2020-09-13 17:00:04.481000+00:00
27105,19660329_8158,11955,28,48876,RENT,5.0,PERSONAL,3000,14.59,0,2021-01-19 20:11:36.523000+00:00,2021-01-19 20:11:36.523000+00:00
13991,19551019_7436,93457,25,41520,OWN,9.0,MEDICAL,4400,7.29,0,2021-07-05 23:44:21.771000+00:00,2021-07-05 23:44:21.771000+00:00
14557,19510101_5183,93458,24,44600,MORTGAGE,5.0,MEDICAL,20000,11.89,0,2021-06-28 18:36:04.079000+00:00,2021-06-28 18:36:04.079000+00:00
13350,19470423_6247,46171,25,35000,RENT,4.0,VENTURE,4000,16.29,0,2021-07-14 03:49:11.913000+00:00,2021-07-14 03:49:11.913000+00:00
20048,19630330_4458,76044,22,45000,RENT,6.0,PERSONAL,4000,7.9,0,2021-04-19 18:54:55.483000+00:00,2021-04-19 18:54:55.483000+00:00
29938,19841006_5546,35772,27,45000,RENT,0.0,PERSONAL,7500,12.73,0,2020-12-14 17:35:04.366000+00:00,2020-12-14 17:35:04.366000+00:00
24685,19830202_7128,92122,26,52000,MORTGAGE,6.0,PERSONAL,3300,10.99,0,2021-02-19 16:27:59.587000+00:00,2021-02-19 16:27:59.587000+00:00
30901,19730906_2494,16405,27,19498,RENT,3.0,HOMEIMPROVEMENT,9575,6.62,1,2020-12-02 11:00:17.304000+00:00,2020-12-02 11:00:17.304000+00:00
10802,19580123_5981,38305,21,36000,RENT,3.0,EDUCATION,18500,10.91,1,2021-08-15 15:14:52.759000+00:00,2021-08-15 15:14:52.759000+00:00
20342,20001221_6791,43430,25,75600,MORTGAGE,2.0,PERSONAL,14500,9.63,0,2021-04-16 00:58:53.077000+00:00,2021-04-16 00:58:53.077000+00:00
29909,19600309_2325,48457,27,56331,MORTGAGE,7.0,EDUCATION,10000,10.36,0,2020-12-15 02:27:20.114000+00:00,2020-12-15 02:27:20.114000+00:00
12137,19710911_5659,29201,23,28000,RENT,2.0,VENTURE,2875,15.23,0,2021-07-29 14:52:27.143000+00:00,2021-07-29 14:52:27.143000+00:00
26481,19460619_7783,56267,30,68000,RENT,5.0,EDUCATION,16000,14.09,0,2021-01-27 19:04:25.710000+00:00,2021-01-27 19:04:25.710000+00:00
24890,19780229_6229,50107,23,105000,RENT,7.0,MEDICAL,7200,11.71,0,2021-02-17 01:45:26.890000+00:00,2021-02-17 01:45:26.890000+00:00
16284,19480722_3017,49862,23,83236,RENT,6.0,EDUCATION,7000,6.92,0,2021-06-06 18:18:55.256000+00:00,2021-06-06 18:18:55.256000+00:00
22832,19611127_2836,89112,22,110000,MORTGAGE,2.0,VENTURE,9000,11.11,0,2021-03-15 07:17:43.727000+00:00,2021-03-15 07:17:43.727000+00:00
22103,19780106_1403,60642,25,73000,RENT,9.0,PERSONAL,13600,11.99,0,2021-03-24 14:17:42.344000+00:00,2021-03-24 14:17:42.344000+00:00
20832,19760701_9246,55379,25,80000,MORTGAGE,10.0,EDUCATION,25000,15.31,0,2021-04-09 19:05:29.069000+00:00,2021-04-09 19:05:29.069000+00:00
27178,19530315_5005,58220,27,34560,MORTGAGE,8.0,HOMEIMPROVEMENT,10625,16.4,0,2021-01-18 21:51:46.538000+00:00,2021-01-18 21:51:46.538000+00:00
16421,19751117_2029,46746,22,52500,MORTGAGE,6.0,DEBTCONSOLIDATION,8000,15.23,0,2021-06-05 00:24:26.380000+00:00,2021-06-05 00:24:26.380000+00:00
32483,19571002_1156,18417,30,84300,RENT,4.0,PERSONAL,12000,8.88,0,2020-11-12 07:04:27.219000+00:00,2020-11-12 07:04:27.219000+00:00
26862,19840725_5252,29611,27,37200,RENT,0.0,MEDICAL,13500,10.78,1,2021-01-22 22:31:36.062000+00:00,2021-01-22 22:31:36.062000+00:00
16393,19891024_1528,87317,26,52000,MORTGAGE,0.0,EDUCATION,3600,11.89,0,2021-06-05 08:58:20.895000+00:00,2021-06-05 08:58:20.895000+00:00
14466,19860307_6905,37361,22,60000,RENT,6.0,EDUCATION,9000,7.14,0,2021-06-29 22:26:16.252000+00:00,2021-06-29 22:26:16.252000+00:00
37785,19860422_2703,56588,37,110000,MORTGAGE,11.0,HOMEIMPROVEMENT,12000,7.88,0,2020-09-05 17:12:11.597000+00:00,2020-09-05 17:12:11.597000+00:00
26586,19520901_1639,77501,30,34000,RENT,2.0,DEBTCONSOLIDATION,1500,14.61,1,2021-01-26 10:57:16.280000+00:00,2021-01-26 10:57:16.280000+00:00
12065,19740506_1650,94115,24,32000,MORTGAGE,5.0,HOMEIMPROVEMENT,6000,5.42,0,2021-07-30 12:53:55.895000+00:00,2021-07-30 12:53:55.895000+00:00
12005,19880906_6060,42240,26,22406,RENT,5.0,PERSONAL,2500,6.76,1,2021-07-31 07:15:09.856000+00:00,2021-07-31 07:15:09.856000+00:00
15257,19660419_6721,36026,25,147750,RENT,3.0,HOMEIMPROVEMENT,5750,9.99,0,2021-06-19 20:28:21.210000+00:00,2021-06-19 20:28:21.210000+00:00
35465,19500418_5864,78633,30,44760,RENT,1.0,MEDICAL,3300,11.71,0,2020-10-05 06:53:11.394000+00:00,2020-10-05 06:53:11.394000+00:00
33343,19481214_2015,46163,27,105000,MORTGAGE,9.0,PERSONAL,24000,6.17,0,2020-11-01 08:00:07.121000+00:00,2020-11-01 08:00:07.121000+00:00
18268,19630110_6337,36078,25,69000,RENT,1.0,HOMEIMPROVEMENT,8000,13.99,1,2021-05-12 11:24:49.637000+00:00,2021-05-12 11:24:49.637000+00:00
