event_timestamp,dob_ssn,credit_card_due,mortgage_due,student_loan_due,vehicle_loan_due,hard_pulls,missed_payments_2y,missed_payments_1y,missed_payments_6m,bankruptcies,created_timestamp
2020-04-26 18:01:04.746575,19690708_2092,8103,366200,5512,1569,5,1,1,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19880229_7028,1542,1170080,7055,217,4,0,3,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19580726_5312,1677,391234,19319,11092,3,3,0,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19850604_7301,8713,1053432,13596,12542,9,2,0,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19530117_8633,6980,1000654,40575,28232,9,1,3,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19810704_5141,5621,402282,30082,9400,1,1,0,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19471215_9342,8714,326671,1291,6920,5,3,1,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,20010127_7232,5364,1580727,47445,21445,4,0,3,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19710110_7951,4408,418912,44621,12763,2,1,2,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19680109_5272,4221,1797142,44355,5462,7,1,1,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19710818_8630,6746,1782842,15611,16441,1,5,2,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19781106_1825,257,1537277,30909,19528,5,6,3,1,1,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19500514_4837,9583,810132,26662,2630,10,5,3,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19451208_8411,8377,1214951,31592,13243,10,4,1,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19670525_7565,1718,1018591,8487,29503,4,0,2,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19520611_9229,3024,1635249,12141,27469,0,0,0,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19781006_1975,507,538720,11610,9751,3,2,2,0,1,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19870518_5031,5492,921858,21541,5020,10,1,1,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19790525_4042,7319,357150,45961,19103,9,6,2,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19941009_9610,646,1598905,30873,21013,3,6,3,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19800624_4503,7864,1239928,11874,29651,9,7,1,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19570601_1281,9700,1998639,41605,9040,1,7,1,1,2,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19780309_8183,3414,837379,26141,9688,7,0,3,1,2,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19580624_1339,2297,369645,7484,24173,0,1,0,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19651117_7821,7742,1769602,27123,11235,1,1,0,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19810717_5916,2803,1313201,9518,15353,7,4,0,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19601207_6784,9259,303940,10291,25623,7,6,2,0,2,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19530726_5480,922,34381,22539,20859,9,1,3,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19571124_2357,7914,385048,41676,12669,7,2,0,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19870718_6795,2743,168968,32692,7114,2,0,1,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19530504_1649,6198,144555,34956,28844,6,5,1,0,1,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19741130_8823,6729,838947,26462,26754,5,1,0,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19591020_6402,9504,256862,31767,21971,7,0,3,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19560427_1219,6265,1668623,13257,3838,2,2,0,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19800901_1571,6405,12738,49219,26706,0,2,0,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19520623_3179,9210,209316,37155,12154,1,2,2,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19490812_8051,4726,725766,4895,15796,1,1,0,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19580616_3873,6196,1841317,11258,16477,0,4,0,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19820223_6526,9202,752242,30144,8538,0,7,3,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19551026_4206,4316,1353149,32623,1467,2,2,0,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19761201_2521,124,550317,33000,6820,8,3,3,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19580620_4235,3139,1477674,25990,20828,4,4,0,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19640108_9514,578,1561224,21982,23795,0,1,0,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19540507_7760,2954,1089675,48109,6799,3,6,3,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19970701_6408,4352,1763038,6147,18829,7,1,3,0,1,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19640106_6587,7827,911228,32796,17141,7,3,1,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19580425_8735,6502,313316,42683,12193,3,1,3,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19860319_9967,1326,858012,43067,21626,7,3,2,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19480921_8602,2513,54915,45942,9902,2,0,2,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19970721_7421,2836,1053154,17731,29329,9,5,3,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19470523_2423,868,1615035,41020,28706,10,7,0,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19670211_3281,678,1435227,42679,3002,9,4,0,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19620725_2939,6866,1448982,15432,9429,8,5,2,1,2,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19960629_7239,2452,1099702,27430,2354,0,7,3,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19950802_8979,9665,547531,7941,5642,6,4,0,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19460905_4528,7875,631474,29582,13844,10,0,3,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19890916_7865,7214,1107664,29698,584,1,0,2,1,2,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19560410_9641,5541,1763580,21212,21950,8,4,1,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19730706_3530,9673,1268964,29185,703,10,2,2,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19710802_2306,8214,1161378,24423,18795,10,5,2,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19960307_9663,1566,992302,16800,5320,5,5,3,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19960624_2145,7211,619434,30367,24524,10,1,1,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19691108_4576,7296,25590,31737,20372,9,1,3,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19940329_8535,6626,519063,434,7984,4,2,1,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19830529_9554,7163,1380911,12126,26324,8,5,0,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19730909_6557,1181,1962803,3420,1521,4,7,2,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19521206_7714,708,63639,16860,25142,3,7,3,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19600707_2475,6907,1006769,92,28962,2,5,1,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19610318_9363,8484,1447530,44169,28476,1,0,1,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19480329_4957,8269,73103,44314,11845,9,4,1,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19970318_8198,4560,1777266,35984,18096,7,5,1,1,2,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19700507_9717,145,622855,24766,12580,1,2,0,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19630530_8270,3147,1766405,35553,10303,0,6,0,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19570310_9494,330,1018737,45759,27263,4,5,3,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19700723_7524,7424,1338401,17110,7603,8,7,0,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19990107_3795,1085,619307,11026,6185,9,3,2,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19750315_6841,7455,1972328,21561,7650,8,5,1,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19950804_5076,9181,1952752,45044,7220,1,0,1,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19721002_3073,2071,1530468,11320,1752,1,6,2,1,1,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19820719_1658,6928,1575203,22532,3291,3,7,2,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19860128_4694,3391,687372,31728,11450,3,3,2,0,1,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19780316_4996,4209,931958,23738,11243,3,6,3,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19670410_4188,8405,220953,2653,8452,4,6,3,1,2,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19531028_8117,4274,1427649,18492,26720,1,7,1,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19871220_7407,8050,1614005,41381,102,5,5,3,0,1,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19870822_5956,2364,1477874,32325,29210,7,7,3,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19770515_4747,7738,260662,30874,29399,3,2,2,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19520314_5139,5635,210962,2861,14992,9,6,2,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19990903_8506,8532,1176255,4791,7521,8,4,1,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,20001214_8741,1555,129102,20692,29722,10,6,0,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19630814_2881,2434,499564,32286,21509,7,3,3,1,2,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19681218_5072,3653,1533920,13462,20705,7,3,2,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19731126_7943,254,650514,34028,15623,4,6,3,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,20000310_6553,8645,228039,29372,11685,0,2,0,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19830703_9556,6750,431164,27311,10841,3,3,3,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19820524_8008,6971,1345494,14736,5167,6,3,3,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19571225_3652,6548,1061390,43050,10365,9,7,2,1,1,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19690920_1417,6181,78926,35538,12410,0,4,0,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19941221_9141,3608,1568258,24874,28196,8,1,0,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19730522_8934,915,1131085,24990,21424,0,5,1,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19610913_1038,460,1032108,1960,6081,8,0,0,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19630728_2854,643,579049,12286,29049,1,1,0,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19900526_1409,6690,1139562,4591,2609,6,4,2,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19790506_1620,5154,1760425,1368,26796,4,4,0,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19820502_6236,2261,1381301,12614,6220,10,1,3,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19900302_6772,4455,753932,11250,4302,8,7,0,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19711110_8437,3925,1400572,18818,22440,5,2,1,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19761009_8287,4178,909170,45117,5718,1,0,0,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19551009_5163,5883,1658413,27514,9496,6,3,2,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19820123_7820,4042,1533154,28255,27377,2,1,3,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19710512_2756,1668,1635995,40285,29097,4,1,2,0,1,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19520325_3871,9406,135779,13443,6961,0,4,2,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19761216_9088,3410,396065,28036,28589,8,7,2,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19901002_3387,3494,1530598,13496,25642,0,5,2,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19831211_5503,3495,1424057,29138,776,7,1,1,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19481229_7418,5244,1143094,24905,5730,4,1,1,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19490223_9792,5575,1260767,5042,21248,1,0,0,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19900630_1281,1510,1220611,45544,23917,0,0,1,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,20010621_4546,7727,1481657,12933,28930,10,4,3,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19590615_4456,9095,1158293,9999,23327,1,3,2,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19550926_6723,6300,1636135,11238,10251,1,3,1,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19710417_5834,2518,10625,10034,3618,5,7,3,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,20000404_8057,2653,1982188,41810,24690,10,2,0,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19840601_9083,9769,1428913,38489,13053,5,5,3,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19861101_5236,671,1151912,8632,20941,8,5,3,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19530220_5996,786,1107236,29118,7535,4,3,3,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19730310_6109,4858,564675,49969,24557,5,7,2,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19760209_3437,6659,1142889,46073,5041,0,6,1,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19600221_6870,9069,769069,39266,18793,0,7,0,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19590213_8141,8387,1094588,9123,24973,1,0,3,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19600330_2722,6645,242870,17100,28476,1,1,0,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19450121_1948,1847,1087420,9668,24302,8,2,3,0,2,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19550104_2726,6920,1801736,11207,777,10,1,3,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19981112_2032,9435,188083,3501,2048,8,3,3,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19520419_9095,2364,1187232,41219,10538,7,2,0,1,2,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19500304_9503,5886,1911627,46972,7340,10,1,0,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19940103_5023,7021,1042203,22797,27094,6,5,2,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19501024_5370,4968,1029173,24953,12887,0,0,0,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19550224_6576,2467,1756347,16968,16458,5,3,1,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19750313_7219,3148,176953,36730,4315,9,5,0,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19740321_5832,5951,121939,1704,942,0,7,2,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19900230_6117,2654,607319,4950,20863,3,4,2,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19621016_4278,3414,1499170,20388,14835,8,4,3,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19600505_1049,1475,606336,39652,4246,1,2,3,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19860115_9541,1517,1609987,10045,13310,0,2,1,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19540902_7497,8574,1550153,1329,15309,9,6,3,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19700210_5961,9173,1733147,4391,1398,10,0,2,0,1,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19490911_3993,231,879682,13032,20247,1,1,0,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19890324_2132,8463,698827,6870,22220,5,7,3,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19480409_7165,162,248755,28198,8058,10,4,3,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,20000530_1192,6876,87058,40131,4955,7,4,1,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19500720_8108,7087,603086,43556,4730,4,2,0,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,20000615_1138,5920,1439845,39411,24970,4,2,1,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19990206_1856,6460,410229,7231,3020,7,1,2,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19901004_6930,5088,1076103,24223,19991,9,2,1,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19750816_8065,8946,763670,20593,15578,5,2,3,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19941003_3037,1449,1756195,17042,5059,7,2,1,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19860714_6198,5177,356048,4845,22930,2,6,0,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19871112_9583,3647,861620,31289,22810,0,1,0,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19480228_8153,1311,27693,1812,490,7,0,3,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19770811_1481,2822,1201154,2643,11821,6,5,2,0,2,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19500417_5718,9860,377876,33522,22187,10,6,0,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19900709_4000,8150,129381,43768,3667,1,5,1,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19821129_6016,9064,28807,14713,19765,0,6,1,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19920406_5316,2147,1068581,8640,14592,3,6,1,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19970801_5781,1114,1588536,35024,13548,6,5,0,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19770308_6447,2260,152973,17262,25913,1,3,1,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19590104_8830,563,1467066,26406,2218,3,0,2,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19880909_8027,3181,422550,42714,24565,5,7,1,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19600921_8398,9170,567556,42250,29127,1,4,0,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19591218_3705,5207,1309334,18045,18939,9,2,0,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,20010527_7404,3965,1370960,49439,8645,10,1,0,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19581215_5562,5405,189474,12303,27111,1,1,0,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19480404_8230,2253,656885,30400,5255,8,6,1,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19510525_6932,7799,1165517,41827,13082,5,2,3,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19710803_7436,7620,320715,42753,5316,8,0,3,0,2,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19540726_5549,3011,1328842,31458,28859,7,3,3,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19900406_9156,4172,51918,39787,19910,2,1,0,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19860411_1022,6261,1619306,5086,2632,7,5,3,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19501110_9626,8714,564230,4780,6352,4,1,3,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19610430_8330,4858,1963624,29617,29245,8,2,3,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19680416_6049,5061,793179,7916,29208,3,4,2,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19571023_2396,8693,1489011,25499,25100,4,7,2,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19741102_7907,5920,287975,40016,28091,10,1,3,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19950615_5554,8562,365388,31794,11981,7,7,0,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19750806_5422,9122,1747755,48430,22134,0,0,0,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19970203_9000,506,895792,40505,23548,5,3,0,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19890519_6703,1241,240283,41804,25629,8,1,0,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19990723_7316,5020,727083,41935,14294,9,6,2,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19740918_6658,9587,40172,25678,18659,0,4,3,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19960118_8379,7255,646031,37704,8887,6,7,2,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19760412_8143,1720,573278,33825,12117,6,0,1,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19941020_7621,8665,67592,6109,6883,9,6,1,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19501027_8693,5919,211033,46063,17401,1,6,0,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19530424_4573,543,742733,35387,11572,3,5,3,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19700223_9361,3167,674707,20372,16582,9,1,3,1,2,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19890808_2864,202,843264,39686,27115,5,6,0,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19900207_4508,9010,1854213,21936,2695,0,0,1,0,1,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19911204_3761,5100,244681,15136,3323,3,2,3,1,2,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19930309_4305,480,1241695,626,24276,10,5,2,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19580416_8056,9874,191173,34114,25348,3,6,0,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19771104_4107,7523,1061011,18871,13780,10,6,2,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19811203_9648,771,1147262,24419,19930,6,0,3,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19860730_7507,7523,1465976,36933,1305,5,2,0,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19990216_9726,2989,1437969,22015,5802,0,7,0,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19570216_1189,5193,289335,39177,26639,4,3,2,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19851225_8605,1270,1499946,40389,3140,1,1,0,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19730911_6435,3774,32429,23785,22683,0,1,0,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19700403_5006,9424,1243624,5851,29983,1,1,0,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19861203_9882,6316,234339,2406,26620,2,2,1,0,2,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19850228_9364,7431,1498674,20080,15435,8,6,3,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19990716_3708,9607,1031511,45156,10250,7,5,3,0,2,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19620104_2940,1776,1542728,47095,5018,0,4,1,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19610813_8423,6062,741943,48612,18916,1,4,0,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19860428_6838,3539,1130501,30834,12250,5,0,2,1,1,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19681206_4718,7683,1060424,29886,29418,8,4,2,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19470701_8246,4623,1809895,11901,23534,0,3,3,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19830526_7767,155,181312,42245,13971,7,1,2,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19670428_6193,900,159895,14295,3658,6,0,3,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19821121_8961,4424,1870027,1824,21058,2,6,2,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19790804_9455,1046,1288411,44074,486,5,1,1,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19701112_5153,9637,737331,220,27376,5,3,3,1,1,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19540807_7367,1221,1780992,30942,29416,2,1,3,1,2,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19750721_3533,8163,728566,23083,22975,3,5,3,0,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19980418_7792,6303,980596,21487,23400,2,5,0,1,0,2020-04-26 18:01:04.746575
2020-04-26 18:01:04.746575,19730524_3481,9319,1357606,18804,28555,5,7,3,0,0,2020-04-26 18:01:04.746575
